Bird_ID,Species,Origin,Destination,Migration_Success
B3577,Swallow,"57.663375, 47.554431","-0.831650, 32.667003",Failed
B3578,Swallow,"43.115052, 115.051379","18.571014, 85.891392",Failed
B3579,Swallow,"51.352052, -100.807857","11.740435, -89.685347",Successful
B3580,Swallow,"47.779407, -77.309992","-18.441749, -51.284176",Failed
B3582,Swallow,"46.589060, 51.084961","8.278620, 105.309242",Successful
B3586,Swallow,"49.971516, 9.625782","0.850213, 29.511384",Failed
B3600,Swallow,"49.511129, -78.350444","13.296964, -89.386558",Successful
B3605,Swallow,"40.288069, 110.103804","5.420829, 103.691873",Failed
B3609,Swallow,"47.260330, 58.982574","9.300195, 86.204211",Failed
B3612,Swallow,"37.577726, 114.774201","8.978069, 95.005286",Failed
B3621,Swallow,"48.129702, 51.325958","11.436895, 103.982629",Successful
B3622,Swallow,"43.866281, -106.255615","-32.431166, -62.010801",Failed
B3623,Swallow,"52.229126, -100.476027","10.440952, -91.472478",Failed
B3624,Swallow,"40.164029, 100.881265","10.086737, 83.594086",Successful
B3636,Swallow,"55.645349, 6.483525","1.849475, -7.101734",Successful
B3646,Swallow,"50.725437, -78.716604","-31.913164, -55.346753",Successful
B3672,Swallow,"46.464620, 22.274681","10.323603, -6.532558",Successful
B3699,Swallow,"50.525426, 112.927676","13.520770, 84.620210",Failed
B3703,Swallow,"41.410128, 128.738831","0.160642, 33.281363",Failed
B3715,Swallow,"46.615309, -115.171252","8.327337, -91.992139",Failed
B3725,Swallow,"45.417872, -114.699136","-27.947791, -45.304233",Successful
B3738,Swallow,"42.256577, -76.161021","0.957278, -67.396626",Failed
B3740,Swallow,"56.952315, -4.636364","7.186559, -13.118700",Successful
B3744,Swallow,"49.338240, -124.546682","-15.399022, -49.345469",Failed
B3747,Swallow,"45.998757, -119.596642","2.377733, -67.654623",Successful
B3758,Swallow,"37.408549, 121.726739","5.747985, 99.680882",Successful
B3763,Swallow,"47.088283, -98.471540","-32.697132, -49.833666",Failed
B3768,Swallow,"50.356574, -103.716340","8.654288, -81.610544",Failed
B3772,Swallow,"42.064034, -75.760305","9.866865, -88.321827",Failed
B3775,Swallow,"49.474320, -81.372696","7.310216, -65.227409",Failed
B3784,Swallow,"51.374775, 20.568976","9.238513, 86.212790",Failed
B3788,Swallow,"50.093874, 59.362100","10.427979, -8.403308",Failed
B3790,Swallow,"58.506892, 35.107372","0.034936, -9.755989",Failed
B3801,Swallow,"42.343041, -90.773881","10.031944, -84.341663",Successful
B3802,Swallow,"48.236872, 7.278451","8.558596, -3.140570",Successful
B3817,Swallow,"53.073254, -78.954288","17.103520, -82.587791",Successful
B3820,Swallow,"42.654253, 129.189099","-0.467034, 28.653828",Successful
B3821,Swallow,"46.523310, -75.139636","17.495175, -86.626290",Successful
B3824,Swallow,"52.052748, -1.901903","-12.608766, 33.760114",Successful
B3828,Swallow,"48.506738, -121.778399","4.474233, -66.731595",Failed
B3851,Swallow,"53.432470, 10.604155","-11.646027, 29.692721",Failed
B3866,Swallow,"43.313952, -74.894379","-33.097015, -49.011026",Failed
B3871,Swallow,"50.694259, -110.439734","6.119861, -62.677618",Failed
B3874,Swallow,"48.884736, -118.984956","-29.632830, -56.646507",Successful
B3887,Swallow,"45.146160, 56.231505","6.066639, 89.241407",Successful
B3888,Swallow,"52.039909, -79.581035","-26.314161, -51.010727",Successful
B3896,Swallow,"50.551610, 47.824620","-9.522189, 35.424026",Failed
B3905,Swallow,"41.452549, 138.804690","7.900693, 108.270433",Failed
B3910,Swallow,"55.764296, 47.811674","7.245027, -10.707574",Failed
B3914,Swallow,"53.123537, -113.476893","10.042950, -86.531748",Failed
B3915,Swallow,"50.661952, -76.192161","14.697795, -93.708056",Failed
B3916,Swallow,"51.829393, 52.775579","4.703374, -3.694977",Failed
B3938,Swallow,"53.353048, 34.424985","-1.758269, 25.708863",Failed
B3953,Swallow,"42.074809, 131.992665","5.181676, 72.598306",Failed
B3966,Swallow,"48.656921, -80.745790","-17.323329, -51.786621",Failed
B3968,Swallow,"45.885845, 47.691856","10.470931, 99.449671",Failed
B3971,Swallow,"51.610768, -98.750184","10.540235, -89.531302",Failed
B3975,Swallow,"52.152348, 7.094257","8.941941, 6.439517",Successful
B3983,Swallow,"46.662354, 9.423855","-14.526149, 35.579378",Successful
B3985,Swallow,"50.938093, -110.638016","-31.118228, -48.456095",Failed
B3992,Swallow,"46.928110, -124.884028","-16.733878, -46.505320",Successful
B4021,Swallow,"49.720570, 3.500147","3.843501, 3.242894",Failed
B4029,Swallow,"54.533384, 45.422009","-11.705926, 31.802678",Successful
B4032,Swallow,"57.159139, 10.415320","5.758925, -14.592901",Failed
B4035,Swallow,"51.896239, -121.840721","-15.815169, -61.400676",Successful
B4042,Swallow,"39.321202, 137.944853","5.894302, 95.368157",Failed
B4046,Swallow,"46.055514, -94.696062","5.161165, -62.568164",Successful
B4090,Swallow,"47.888811, -95.846274","4.304888, -63.831789",Failed
B4102,Swallow,"45.835020, -88.825002","16.854102, -83.966723",Successful
B4104,Swallow,"43.925302, -89.936402","12.684439, -91.952431",Successful
B4120,Swallow,"52.843523, -91.460225","7.421030, -74.999600",Successful
B4129,Swallow,"49.806523, -104.487610","3.830905, -70.767050",Failed
B4130,Swallow,"58.337577, 25.043070","1.674850, 0.983722",Successful
B4131,Swallow,"47.164375, -104.154049","5.238234, -66.352538",Failed
B4132,Swallow,"47.404802, -6.601858","1.408886, -7.859012",Successful
B4133,Swallow,"49.976380, -90.833466","10.495851, -82.753103",Failed
B4134,Swallow,"59.826313, 5.292946","4.241433, -8.344168",Failed
B4138,Swallow,"52.920242, 23.719112","2.172870, -9.986858",Successful
B4150,Swallow,"49.310858, -4.619263","-4.932311, 26.546829",Successful
B4152,Swallow,"42.336824, -122.527354","8.023757, -82.781802",Successful
B4159,Swallow,"49.916943, -102.217537","14.858481, -86.065159",Failed
B4163,Swallow,"58.799526, -2.427485","18.297394, 72.453283",Failed
B4166,Swallow,"51.736435, -7.379369","10.909496, -13.183617",Failed
B4170,Swallow,"55.082536, 32.170575","6.253420, 106.862907",Failed
B4196,Swallow,"52.058559, -85.927184","14.365744, -86.940899",Failed
B4198,Swallow,"54.586596, 131.175435","8.974526, 103.044396",Successful
B4199,Swallow,"59.879885, 29.685882","4.392908, 7.939236",Failed
B4204,Swallow,"45.911949, -105.722124","8.724237, -80.007856",Successful
B4209,Swallow,"47.393157, 10.292459","0.846136, -8.875647",Failed
B4210,Swallow,"53.188055, -105.408764","12.207431, -93.054212",Failed
B4211,Swallow,"35.969835, 131.250232","16.420527, 80.039650",Successful
B4232,Swallow,"47.190233, 5.557823","9.440913, 104.176150",Successful
B4235,Swallow,"55.312331, 17.912544","7.530380, -0.742567",Failed
B4236,Swallow,"45.294094, 4.234099","4.407540, 4.058291",Failed
B4241,Swallow,"48.272276, -74.643343","10.522383, -92.248940",Successful
B4251,Swallow,"53.821087, 54.707132","-7.561677, 39.177255",Successful
B4258,Swallow,"49.979472, 5.843332","11.777286, -3.337683",Failed
B4260,Swallow,"57.795759, 55.791742","10.876766, 75.496993",Successful
B4277,Swallow,"49.955148, -94.807489","4.396227, -68.378692",Failed
B4300,Swallow,"48.007954, -87.757095","11.863017, -89.574729",Failed
B4311,Swallow,"53.017018, 7.011235","8.739987, -14.305026",Successful
B4316,Swallow,"49.211091, 59.684298","-7.301699, 26.536752",Successful
B4320,Swallow,"52.903327, -124.332938","-34.816426, -54.423850",Failed
B4326,Swallow,"50.371143, -123.376034","15.101032, -94.898941",Successful
B4334,Swallow,"55.649236, 39.526156","11.314287, 89.134135",Successful
B4336,Swallow,"47.253672, 125.850861","13.148656, 95.745788",Failed
B4345,Swallow,"46.029045, -72.428749","10.760753, -81.829599",Successful
B4348,Swallow,"42.153404, 106.088462","8.705321, -12.275358",Successful
B4351,Swallow,"58.412169, 43.279075","0.720976, 36.350530",Successful
B4381,Swallow,"57.816250, 33.411061","11.069121, 86.743443",Failed
B4384,Swallow,"52.970128, 105.480098","6.246015, 101.629460",Successful
B4405,Swallow,"53.174860, 104.812275","7.043980, 99.823334",Successful
B4423,Swallow,"35.936553, 101.540355","13.789865, 85.003319",Successful
B4425,Swallow,"56.708833, 45.117199","6.079805, 75.664499",Failed
B4429,Swallow,"48.642832, -82.171094","-31.679705, -62.050675",Failed
B4435,Swallow,"50.538624, 108.627448","12.829784, 75.259596",Successful
B4439,Swallow,"51.711549, -114.319610","-18.029674, -59.003289",Failed
B4440,Swallow,"47.577654, -75.269367","-22.473947, -61.371076",Successful
B4453,Swallow,"39.818001, 117.285619","0.980721, 33.913547",Failed
B4456,Swallow,"49.991750, -114.505251","7.575445, -73.741027",Successful
B4464,Swallow,"46.776282, 9.628937","5.467385, 6.170722",Failed
B4470,Swallow,"48.587831, -85.359749","6.190478, -62.195454",Successful
B4485,Swallow,"50.065488, -113.588256","17.459757, -93.013543",Failed
B4498,Swallow,"47.884594, -102.440703","7.021925, -62.124842",Failed
B4499,Swallow,"52.282334, 55.683333","-12.488407, 29.349577",Successful
B4502,Swallow,"58.347637, 12.171701","3.668723, 3.575547",Successful
B4508,Swallow,"50.326226, 109.392082","13.402864, 104.087650",Successful
B4511,Swallow,"46.559130, -115.116105","3.316913, -62.440328",Failed
B4529,Swallow,"45.716938, -97.192848","-26.729231, -57.355759",Failed
B4533,Swallow,"46.377149, -119.409622","15.233481, -91.779917",Failed
B4541,Swallow,"47.137261, -3.235819","4.968910, 27.807667",Failed
B4545,Swallow,"48.928567, -71.471696","17.021860, -84.137680",Successful
B4561,Swallow,"53.542905, -116.439674","-31.689139, -50.284305",Successful
B4571,Swallow,"52.596380, -88.388739","2.515590, -71.124582",Failed
B4574,Swallow,"47.030293, 63.500192","5.759145, -8.139470",Failed
B4577,Swallow,"46.584324, 55.274559","8.910454, 3.375253",Successful
B4579,Swallow,"49.156452, -89.412578","17.323479, -92.291820",Successful
B4580,Swallow,"49.128355, -89.086378","1.044199, -66.243018",Successful
B4586,Swallow,"50.486107, -70.714767","-33.397500, -59.379592",Failed
B4590,Swallow,"45.146857, 100.806412","5.879658, -4.201403",Failed
B4591,Swallow,"51.064927, -98.136810","10.037733, -85.933144",Failed
B4598,Swallow,"53.960074, 38.578282","-3.500461, 28.076671",Failed
B4601,Swallow,"42.949307, -71.673658","7.516497, -67.059224",Successful
B4602,Swallow,"54.690469, -87.989782","5.924744, -66.715203",Failed
B4608,Swallow,"39.790858, 116.238707","6.090689, 100.263624",Failed
B4614,Swallow,"52.681325, -122.741699","12.764490, -87.178595",Successful
B4631,Swallow,"55.299398, 3.870302","-13.438506, 39.450301",Failed
B4650,Swallow,"54.975634, -111.663050","16.517007, -88.174764",Failed
B4654,Swallow,"46.387415, -91.323045","-25.119418, -59.575631",Failed
B4657,Swallow,"43.876083, -110.648359","-20.319139, -54.607204",Successful
B4661,Swallow,"51.449537, -121.311251","17.452060, -88.886050",Failed
B4669,Swallow,"54.525582, 32.894549","4.257005, 6.183483",Successful
B4681,Swallow,"47.486465, 63.095924","12.890917, 105.357168",Failed
B4686,Swallow,"42.386090, -74.369050","17.123556, -92.522193",Successful
B4705,Swallow,"44.411852, -100.631643","1.426777, -71.734948",Successful
B4707,Swallow,"54.371993, -110.956850","-34.176327, -51.188225",Successful
B4719,Swallow,"45.322855, 118.394025","10.867302, 97.891743",Failed
B4724,Swallow,"35.428354, 129.357718","11.841326, 71.394777",Successful
B4742,Swallow,"44.371715, -87.435235","-29.183987, -56.425050",Failed
B4744,Swallow,"35.819822, 107.748806","9.165156, 6.828564",Failed
B4746,Swallow,"43.181421, -116.995091","0.751243, -64.925842",Failed
B4757,Swallow,"52.897884, 36.147497","-13.299479, 34.873613",Failed
B4765,Swallow,"56.008634, 24.092786","7.359937, 3.888093",Successful
B4771,Swallow,"40.601477, 127.233717","-12.736385, 33.553116",Failed
B4784,Swallow,"51.191769, -123.298241","-15.876049, -47.383198",Successful
B4789,Swallow,"55.092519, 2.240259","2.898231, -1.728034",Successful
B4795,Swallow,"59.929344, 50.189243","5.188317, 79.972419",Failed
B4798,Swallow,"54.953755, 13.250653","5.635221, 9.033689",Successful
B4806,Swallow,"53.484487, -91.599861","0.654824, -64.761967",Successful
B4816,Swallow,"49.318905, -85.711333","17.584429, -91.104982",Failed
B4819,Swallow,"53.141686, -103.869198","-29.527843, -51.646633",Successful
B4826,Swallow,"54.011606, 1.917495","3.251208, 2.647798",Failed
B4833,Swallow,"46.159209, 54.117247","2.305414, 35.831620",Failed
B4841,Swallow,"48.232594, -94.918210","14.653792, -91.012822",Failed
B4843,Swallow,"57.598872, 16.439671","6.464580, 102.899148",Successful
B4850,Swallow,"46.436734, -89.975712","-29.179241, -49.193674",Successful
B4871,Swallow,"50.000966, 12.982737","4.987356, 38.998869",Successful
B4872,Swallow,"55.675455, 48.936148","10.603255, 74.606335",Failed
B4878,Swallow,"53.156983, 27.071188","6.780377, 6.460041",Successful
B4885,Swallow,"44.336562, -71.797190","-34.614215, -61.484548",Failed
B4892,Swallow,"49.326510, -96.063602","12.182568, -92.662638",Successful
B4896,Swallow,"46.915503, -114.310939","7.805210, -74.576461",Failed
B4906,Swallow,"51.146161, 129.610509","17.115020, 72.078665",Failed
B4908,Swallow,"44.543780, -108.909123","10.741250, -83.970767",Failed
B4909,Swallow,"52.698251, 4.475089","2.128801, 9.899022",Successful
B4911,Swallow,"51.178433, -73.664931","1.068940, -69.906137",Failed
B4916,Swallow,"48.567247, -74.585246","5.718787, -61.710559",Failed
B4920,Swallow,"49.579715, -77.064822","2.033372, -62.820048",Failed
B4926,Swallow,"43.499220, -70.420484","12.364531, -84.670071",Failed
B4930,Swallow,"42.222259, 137.257718","8.703504, 83.836976",Successful
B4936,Swallow,"54.650904, 45.951445","6.836112, 100.492255",Failed
B4951,Swallow,"52.110933, -7.810114","-5.599185, 31.912881",Successful
B4954,Swallow,"59.284729, 67.313619","10.662338, 0.399014",Successful
B4956,Swallow,"55.924087, -7.232364","1.221214, -8.465830",Successful
B4959,Swallow,"55.582932, 29.498850","9.686194, 107.755193",Failed
B4961,Swallow,"42.645562, -78.499483","-21.770354, -57.908099",Failed
B4971,Swallow,"54.105517, 12.943516","-7.861963, 38.827447",Failed
B4981,Swallow,"52.982601, -4.594527","0.388814, 2.080171",Successful
B5000,Swallow,"59.833783, 50.425321","3.350444, 33.934800",Successful
B5001,Swallow,"51.625532, -90.496817","14.483075, -91.734934",Successful
B5006,Swallow,"49.128260, 12.098566","16.139133, 74.466673",Failed
B5008,Swallow,"44.524803, -85.443289","16.642097, -88.758136",Failed
B5017,Swallow,"42.957154, -102.987210","7.936606, -68.832539",Successful
B5018,Swallow,"52.697465, 27.151502","6.257350, 105.974208",Failed
B5021,Swallow,"45.204293, -79.535670","-29.138033, -46.823168",Successful
B5027,Swallow,"47.998104, -1.863405","9.731741, 101.741186",Successful
B5031,Swallow,"47.163114, -124.397227","3.725457, -73.424893",Successful
B5033,Swallow,"42.145839, -72.606314","-15.717271, -51.145665",Failed
B5038,Swallow,"42.086995, -124.647948","8.503766, -85.739537",Successful
B5043,Swallow,"50.314730, -85.553297","16.363682, -90.852744",Failed
B5049,Swallow,"51.903434, -104.735509","8.505879, -90.303298",Successful
B5050,Swallow,"46.470146, 57.149191","9.605826, 0.543500",Failed
B5052,Swallow,"50.051120, -116.367651","2.350190, -67.520796",Successful
B5053,Swallow,"58.705224, -3.437723","8.746480, 77.807635",Successful
B5054,Swallow,"48.985284, -71.158070","14.132933, -94.098702",Failed
B5060,Swallow,"51.431740, 126.789608","6.117017, 95.017504",Successful
B5071,Swallow,"49.311300, -74.814708","4.209872, -68.475304",Successful
B5080,Swallow,"43.680254, -80.794567","11.008673, -83.256359",Failed
B5087,Swallow,"57.317210, 4.609314","19.322318, 86.171647",Failed
B5095,Swallow,"50.931189, -0.352023","-2.779455, 31.131322",Successful
B5103,Swallow,"42.098185, -124.309639","7.701494, -72.075231",Successful
B5112,Swallow,"56.572529, 11.948968","2.522177, -5.801831",Failed
B5113,Swallow,"44.677633, -99.688966","5.116912, -68.325618",Successful
B5118,Swallow,"53.099281, 132.831982","5.160915, 107.242520",Failed
B5123,Swallow,"50.539500, -85.213238","-17.613542, -60.188548",Failed
B5134,Swallow,"43.248942, -98.308679","-34.547528, -47.990970",Successful
B5135,Swallow,"40.827850, 111.249776","7.333240, 97.306358",Successful
B5149,Swallow,"44.532008, 127.665663","19.586296, 75.606670",Failed
B5150,Swallow,"52.282155, 60.348380","7.890895, -10.933722",Failed
B5155,Swallow,"46.098599, -78.231813","-17.105755, -46.424482",Successful
B5163,Swallow,"46.937290, -71.562001","4.256128, -66.409026",Successful
B5166,Swallow,"45.105820, 62.865345","-2.365690, 35.551938",Successful
B5168,Swallow,"45.730250, 41.702521","3.790425, 35.913113",Successful
B5179,Swallow,"46.820301, -106.781948","-29.054884, -60.776709",Failed
B5192,Swallow,"47.014137, 6.919388","9.413154, 6.741173",Successful
B5198,Swallow,"51.061467, 3.262818","2.093984, 27.450780",Failed
B5202,Swallow,"37.406892, 106.408568","17.459818, 84.963931",Successful
B5210,Swallow,"55.710626, 46.310111","-10.546318, 33.236231",Successful
B5211,Swallow,"44.628006, -105.134777","-34.622920, -50.341804",Successful
B5227,Swallow,"47.194683, -121.805077","8.762124, -80.334419",Successful
B5228,Swallow,"37.168320, 114.541702","11.623810, 107.057269",Failed
B5235,Swallow,"57.394524, -5.246327","6.682735, 1.227512",Failed
B5238,Swallow,"46.001655, 10.231260","1.616371, 37.676223",Successful
B5277,Swallow,"55.511479, 56.957689","4.837719, 34.358622",Failed
B5278,Swallow,"46.600843, -91.048058","7.464220, -70.715848",Successful
B5285,Swallow,"59.673161, 11.367311","-13.848850, 31.841390",Successful
B5291,Swallow,"49.533658, -70.108078","0.519934, -70.024198",Successful
B5292,Swallow,"48.379988, -103.149224","-31.728576, -62.564689",Successful
B5307,Swallow,"48.149753, -101.795097","13.273413, -93.481550",Successful
B5318,Swallow,"45.623089, 108.454729","10.746173, 86.799580",Successful
B5330,Swallow,"45.065626, 139.286007","8.144035, 105.783961",Successful
B5335,Swallow,"49.417857, 35.890151","9.513035, 89.061871",Successful
B5343,Swallow,"50.361484, 118.821023","6.648051, 77.795917",Successful
B5364,Swallow,"46.763778, -73.846894","-34.672498, -46.506570",Successful
B5366,Swallow,"47.578903, 13.417062","4.754741, 5.189512",Successful
B5371,Swallow,"35.574408, 106.550753","-4.818444, 36.490789",Successful
B5385,Swallow,"45.332025, 125.890500","-13.399687, 34.584443",Successful
B5391,Swallow,"50.308773, 2.639220","7.406650, -8.399334",Successful
B5394,Swallow,"57.751910, -5.902554","10.164221, 1.384091",Failed
B5410,Swallow,"46.716340, -107.687782","5.275319, -63.144545",Successful
B5413,Swallow,"45.617750, 61.252528","-11.208715, 25.753241",Successful
B5414,Swallow,"53.760963, -85.675755","-23.172399, -54.645365",Successful
B5415,Swallow,"57.985672, 35.176277","12.141133, 103.487310",Failed
B5416,Swallow,"50.819419, -101.195988","1.124787, -63.666300",Failed
B5442,Swallow,"45.608821, -82.629526","-27.398716, -61.978657",Successful
B5445,Swallow,"56.992205, 53.248073","-4.209260, 26.777046",Failed
B5452,Swallow,"41.868217, 112.735867","14.597648, 107.520721",Successful
B5457,Swallow,"59.938341, 67.124164","14.900019, 75.146825",Successful
B5459,Swallow,"52.004474, -115.284843","8.151157, -91.378546",Failed
B5461,Swallow,"46.257565, -118.829191","10.375121, -82.623894",Failed
B5467,Swallow,"42.861861, -70.428449","-22.368414, -54.953720",Successful
B5469,Swallow,"51.666966, -99.375624","7.799406, -67.972508",Successful
B5475,Swallow,"44.299104, -92.056745","6.541481, -68.857694",Failed
B5497,Swallow,"45.226370, 43.944380","-11.517048, 37.118453",Successful
B5524,Swallow,"47.445807, -124.660989","12.541706, -81.970572",Failed
B5525,Swallow,"43.992683, -122.911691","-22.770724, -45.644395",Successful
B5526,Swallow,"45.684642, 52.061743","10.142013, 4.458287",Successful
B5534,Swallow,"43.448840, -101.173035","-19.370536, -53.513930",Successful
B5535,Swallow,"56.780451, 34.063340","-4.839352, 38.725750",Failed
B5538,Swallow,"46.771100, 100.630509","-1.728104, 27.179520",Failed
B5573,Swallow,"50.661910, 31.553610","19.280467, 78.978167",Successful
B5575,Swallow,"50.653538, -94.419540","15.244355, -81.886976",Failed
B5577,Swallow,"47.548925, -117.705209","14.534582, -86.405465",Failed
B5579,Swallow,"47.462110, -123.074212","10.218353, -94.749990",Successful
B5586,Swallow,"48.443133, -6.747525","-11.350542, 37.569596",Successful
B5589,Swallow,"54.534511, -86.985238","-19.394405, -60.887605",Failed
B5593,Swallow,"51.211981, -4.767215","1.206826, 8.609113",Successful
B5597,Swallow,"49.542903, 48.909588","0.942532, 28.079218",Failed
B5598,Swallow,"47.161584, 4.394215","5.141134, -2.069941",Successful
B5601,Swallow,"54.238736, -6.455399","9.870299, 71.231351",Successful
B5612,Swallow,"44.961068, -96.042505","3.767651, -68.668945",Successful
B5617,Swallow,"53.918523, 53.822140","9.575552, 77.818237",Successful
B5622,Swallow,"53.020526, -75.746933","10.021872, -86.598968",Failed
B5625,Swallow,"46.939896, -96.032664","14.772865, -89.261934",Successful
B5635,Swallow,"47.577209, -116.570426","5.138353, -64.448942",Successful
B5638,Swallow,"45.558409, -108.029248","-26.092033, -45.956548",Successful
B5641,Swallow,"54.364641, 133.842741","10.629005, 4.663467",Successful
B5643,Swallow,"58.175338, 11.107113","8.630528, 81.221282",Failed
B5651,Swallow,"43.259273, -73.669552","5.370064, -60.468774",Successful
B5656,Swallow,"40.525337, 137.277961","17.887004, 86.455233",Failed
B5663,Swallow,"44.190238, -100.040159","-32.165960, -63.992308",Successful
B5666,Swallow,"48.531467, -75.515092","-33.857460, -55.941342",Successful
B5674,Swallow,"47.927965, -108.864102","9.688735, -84.650241",Successful
B5675,Swallow,"46.202949, -110.758695","6.156408, -67.685967",Failed
B5680,Swallow,"38.597861, 124.069363","-3.739273, 31.700369",Successful
B5687,Swallow,"43.081084, -111.886108","-26.457047, -55.781399",Failed
B5700,Swallow,"50.736826, 23.638608","11.275952, -3.250430",Successful
B5707,Swallow,"48.812317, -74.669477","5.414929, -70.415673",Failed
B5708,Swallow,"52.026348, -110.056843","12.207124, -87.954564",Failed
B5723,Swallow,"55.354116, 17.699755","5.645450, -12.143965",Successful
B5728,Swallow,"46.576542, -6.513967","11.394923, -7.241677",Successful
B5732,Swallow,"58.254169, 28.180307","11.969689, 9.696855",Successful
B5738,Swallow,"48.832647, -105.035667","16.034586, -86.763091",Successful
B5744,Swallow,"48.448015, -100.067649","13.981584, -86.766997",Failed
B5749,Swallow,"51.566326, -93.165751","-23.472669, -52.837694",Failed
B5760,Swallow,"48.527740, 114.609339","9.392654, 103.892746",Successful
B5766,Swallow,"47.862977, 8.225425","6.294271, 4.354841",Failed
B5767,Swallow,"48.347674, -70.395053","16.875252, -84.572259",Successful
B5772,Swallow,"53.807285, -101.912428","11.017097, -94.190466",Successful
B5783,Swallow,"47.319718, 100.135408","6.663141, 109.804390",Failed
B5785,Swallow,"52.975825, -73.241549","16.013695, -91.108489",Successful
B5787,Swallow,"49.741015, -4.623430","14.063805, 96.798695",Successful
B5794,Swallow,"52.013293, 21.606881","9.236242, -12.052132",Failed
B5807,Swallow,"53.394211, -2.341727","5.950271, 105.219730",Successful
B5816,Swallow,"59.543872, 9.283001","18.057773, 70.957019",Successful
B5817,Swallow,"48.734720, 134.013610","6.851339, 108.330363",Successful
B5823,Swallow,"50.037785, -9.387338","8.634034, -6.045406",Failed
B5825,Swallow,"46.607672, -100.523234","6.914187, -60.231548",Failed
B5839,Swallow,"47.763940, 35.868122","-2.555477, 28.116116",Failed
B5840,Swallow,"49.583336, 12.980075","-10.613094, 28.535200",Failed
B5846,Swallow,"47.644561, 6.190935","17.766424, 85.709002",Successful
B5849,Swallow,"53.633392, 109.460844","10.400568, -10.578575",Successful
B5853,Swallow,"49.394294, 106.621513","2.066191, -5.286925",Failed
B5858,Swallow,"48.434712, 20.623070","8.915443, 74.777781",Successful
B5861,Swallow,"49.824792, -105.196549","12.728897, -88.373927",Successful
B5892,Swallow,"52.208039, -71.954836","8.671170, -92.236839",Successful
B5893,Swallow,"52.309222, 43.000946","8.653586, 84.078382",Successful
B5902,Swallow,"46.423464, -118.316310","10.103407, -94.141779",Successful
B5909,Swallow,"41.320946, 124.619335","14.480977, 97.940528",Failed
B5913,Swallow,"51.929466, -121.521426","-26.838448, -59.351328",Successful
B5930,Swallow,"47.175886, -75.051825","8.212572, -85.386723",Successful
B5943,Swallow,"55.960763, 15.189567","7.720187, 100.832253",Failed
B5946,Swallow,"43.141589, -85.746071","0.745460, -62.766139",Successful
B5954,Swallow,"54.377305, 66.882161","9.354688, 74.269078",Successful
B5973,Swallow,"46.132478, 69.064404","13.986688, 86.139046",Successful
B5981,Swallow,"48.597440, -121.395872","14.661098, -87.599388",Failed
B5987,Swallow,"52.493598, -104.509013","2.409391, -65.410360",Successful
B5988,Swallow,"49.330159, 30.142753","4.699746, 26.065211",Failed
B5991,Swallow,"47.612877, 55.787094","-7.928800, 30.668979",Successful
B5999,Swallow,"47.450629, 8.161428","6.130025, 2.574968",Successful
B6004,Swallow,"51.828056, -74.793884","14.759415, -82.213791",Successful
B6014,Swallow,"52.953871, 58.449765","-2.582153, 38.931144",Failed
B6016,Swallow,"54.826368, -95.546491","15.843893, -88.712191",Successful
B6026,Swallow,"47.254401, -76.097672","10.414430, -87.429115",Failed
B6027,Swallow,"35.300768, 136.593603","12.547956, 104.842343",Successful
B6030,Swallow,"43.215481, -112.930491","7.030700, -61.789944",Successful
B6031,Swallow,"36.219763, 109.708384","6.233276, 109.423850",Failed
B6035,Swallow,"49.867158, -99.765881","16.424554, -89.826484",Successful
B6066,Swallow,"51.112513, -106.886232","4.230502, -74.498653",Successful
B6072,Swallow,"47.679617, -97.166985","-20.369462, -47.703155",Failed
B6079,Swallow,"37.250308, 107.693943","16.483736, 74.439474",Successful
B6092,Swallow,"55.463142, 28.314257","4.007786, 33.303021",Failed
B6093,Swallow,"48.296159, -112.613891","10.327659, -89.153895",Successful
B6104,Swallow,"51.300022, 108.453736","9.203233, 82.294048",Successful
B6105,Swallow,"55.514561, 45.171979","-2.681024, 38.628237",Successful
B6107,Swallow,"47.160506, -72.431523","15.375273, -82.304616",Failed
B6112,Swallow,"59.637975, 11.710030","-1.687215, 27.992668",Successful
B6132,Swallow,"39.633705, 122.578142","5.443243, 106.050308",Successful
B6141,Swallow,"45.390066, -105.292192","10.256401, -84.278075",Failed
B6145,Swallow,"53.552749, -74.323009","4.081778, -72.538672",Successful
B6156,Swallow,"53.715675, 63.862977","2.643235, 9.110806",Successful
B6166,Swallow,"44.441659, -112.431554","4.273958, -66.831751",Successful
B6167,Swallow,"43.771346, -124.858512","4.326735, -66.796403",Failed
B6171,Swallow,"47.786937, 129.852849","14.350592, 100.153071",Successful
B6172,Swallow,"51.605506, 26.706719","3.478876, -5.803162",Failed
B6176,Swallow,"57.626685, 27.708972","5.791893, -5.759406",Failed
B6181,Swallow,"53.947810, -103.346184","-30.878355, -59.436223",Failed
B6182,Swallow,"54.596646, -105.910995","-19.352081, -56.156467",Failed
B6184,Swallow,"50.063519, -100.503314","4.454115, -64.717235",Successful
B6187,Swallow,"47.544982, -77.257283","9.718412, -84.481607",Failed
B6188,Swallow,"50.640231, -3.773837","-3.893501, 39.622024",Successful
B6195,Swallow,"54.247914, -70.571032","0.360026, -64.558790",Successful
B6202,Swallow,"52.554043, 0.843052","-13.226095, 29.477315",Failed
B6203,Swallow,"47.450284, -110.972437","9.945597, -92.858340",Failed
B6206,Swallow,"50.672247, 9.356034","7.239349, -4.406348",Failed
