Bird_ID,Species,Origin,Destination,Migration_Success
B3949,Crane,"60.133770, -155.987849","28.424315, -99.279882",Failed
B3956,Crane,"59.253870, -101.091254","32.217186, -95.650838",Successful
B3958,Crane,"63.920331, -117.791165","24.456504, -99.174047",Successful
B3960,Crane,"69.543993, -143.447370","24.292719, -96.573134",Failed
B3981,Crane,"48.286381, -97.202086","31.168224, -81.618910",Failed
B3982,Crane,"59.699494, -108.465808","33.021907, -98.081294",Successful
B4009,Crane,"53.071324, -112.870363","34.361077, -95.214597",Failed
B4014,Crane,"61.691459, -93.280169","32.561581, -104.298090",Failed
B4016,Crane,"63.419542, -97.431324","31.480904, -82.046198",Successful
B4018,Crane,"62.281596, -92.975695","29.044148, -105.035077",Failed
B4024,Crane,"61.698687, -146.477092","34.912733, -100.777426",Successful
B4031,Crane,"66.179048, -145.362407","24.776859, -98.618748",Failed
B4033,Crane,"50.839043, -111.536205","28.343029, -99.704850",Failed
B4039,Crane,"61.639862, -140.679372","31.329413, -99.109870",Failed
B4064,Crane,"48.571458, -99.627485","30.796176, -82.686552",Successful
B4066,Crane,"52.830133, -104.644320","30.720187, -95.260042",Failed
B4079,Crane,"63.632416, -103.267045","27.188492, -80.594633",Successful
B4103,Crane,"61.877484, -158.410992","28.993010, -82.948123",Failed
B4106,Crane,"65.472561, -140.629507","32.888285, -96.097036",Successful
B4119,Crane,"64.784923, -97.176155","22.647456, -99.282751",Failed
B4145,Crane,"54.435383, -104.648394","27.226943, -84.295717",Failed
B4148,Crane,"68.455027, -154.027764","31.516988, -102.060548",Failed
B4156,Crane,"63.934114, -159.330822","29.839233, -102.456591",Successful
B4165,Crane,"53.450876, -108.097353","24.596378, -97.045797",Successful
B4168,Crane,"60.739153, -90.563778","27.907305, -83.629597",Failed
B4169,Crane,"63.747578, -152.753367","33.152286, -96.614356",Successful
B4178,Crane,"52.934433, -106.131661","29.464866, -102.998074",Successful
B4181,Crane,"59.008043, -107.470504","31.218602, -96.598995",Failed
B4183,Crane,"43.803233, -95.688501","27.885160, -80.717215",Failed
B4185,Crane,"63.507221, -105.672293","29.234646, -100.021155",Failed
B4186,Crane,"43.839345, -94.018822","26.775884, -81.353607",Successful
B4203,Crane,"59.338645, -105.279275","34.330585, -96.501009",Failed
B4221,Crane,"50.723748, -106.277432","26.395007, -100.226423",Failed
B4229,Crane,"65.023782, -150.403572","30.271637, -81.949028",Successful
B4237,Crane,"64.852209, -150.379112","24.952833, -101.206849",Successful
B4249,Crane,"58.958037, -105.449766","27.607181, -98.023976",Successful
B4253,Crane,"62.209109, -146.052901","31.292594, -95.630153",Failed
B4273,Crane,"44.552671, -93.401681","30.799216, -84.235025",Failed
B4276,Crane,"60.204388, -153.238568","31.749258, -97.387767",Successful
B4288,Crane,"59.228353, -107.718160","32.717539, -100.384853",Failed
B4292,Crane,"56.840765, -96.002521","31.025046, -103.627479",Failed
B4297,Crane,"64.668682, -117.309145","28.864086, -103.539994",Successful
B4301,Crane,"43.304411, -87.593370","26.337694, -82.859684",Successful
B4304,Crane,"59.453346, -94.228297","28.322600, -83.356406",Failed
B4319,Crane,"59.146428, -117.381514","27.990663, -98.604206",Failed
B4322,Crane,"56.210772, -104.972980","30.349599, -96.664745",Failed
B4325,Crane,"66.523260, -152.344100","32.534055, -100.712825",Successful
B4331,Crane,"62.657167, -93.304744","34.018231, -96.244519",Successful
B4332,Crane,"46.821806, -89.758213","30.743251, -81.960231",Successful
B4353,Crane,"47.008367, -89.101954","31.434904, -97.164439",Failed
B4354,Crane,"46.960064, -96.887386","34.671746, -100.070663",Failed
B4358,Crane,"43.471533, -92.227500","29.937331, -83.663606",Failed
B4368,Crane,"55.026513, -102.098640","31.940244, -96.991406",Failed
B4390,Crane,"64.541353, -100.677566","29.152758, -81.860848",Failed
B4400,Crane,"60.173152, -157.878539","29.735748, -99.840623",Successful
B4404,Crane,"60.796833, -157.655817","27.419458, -82.786173",Successful
B4408,Crane,"54.668394, -107.788589","24.273647, -102.286081",Successful
B4418,Crane,"61.348761, -148.831139","29.594377, -101.515242",Failed
B4430,Crane,"57.283879, -98.806522","33.822333, -101.293648",Successful
B4432,Crane,"66.438511, -145.745931","23.333419, -97.910480",Successful
B4434,Crane,"54.576858, -108.546386","34.799592, -98.696157",Successful
B4445,Crane,"61.282741, -153.154523","27.710855, -80.643393",Failed
B4451,Crane,"64.983736, -154.439571","24.154776, -96.815044",Failed
B4461,Crane,"53.411624, -111.240755","31.896926, -84.342282",Failed
B4463,Crane,"44.281494, -88.791830","28.400243, -81.680027",Failed
B4471,Crane,"44.976191, -91.895176","30.447237, -83.242637",Successful
B4473,Crane,"63.942710, -114.752598","30.583684, -82.978804",Successful
B4475,Crane,"46.585763, -96.911809","31.546662, -81.974300",Failed
B4477,Crane,"45.547245, -95.134654","31.360897, -82.985068",Successful
B4480,Crane,"66.722658, -144.180565","28.072067, -95.563495",Failed
B4497,Crane,"64.662780, -141.807516","28.860360, -80.086563",Successful
B4521,Crane,"59.239940, -105.052362","24.160154, -97.152312",Failed
B4536,Crane,"47.001420, -97.676714","29.614306, -84.281289",Successful
B4540,Crane,"44.205653, -86.494303","28.793961, -82.429944",Failed
B4546,Crane,"64.894090, -143.725353","27.808006, -97.931537",Successful
B4552,Crane,"63.251336, -92.315202","27.940247, -84.686165",Failed
B4567,Crane,"66.115274, -145.913391","24.645348, -96.244463",Failed
B4572,Crane,"62.098629, -148.223782","34.192538, -96.891339",Successful
B4573,Crane,"57.766679, -112.316678","22.581958, -95.972309",Failed
B4597,Crane,"45.210441, -93.243807","27.058614, -84.166956",Failed
B4618,Crane,"46.691856, -99.007579","27.722822, -104.556109",Successful
B4626,Crane,"47.734798, -97.556089","28.289248, -84.390595",Successful
B4628,Crane,"48.538587, -91.661742","30.183020, -105.966657",Failed
B4629,Crane,"64.622111, -141.042584","25.178455, -104.431635",Successful
B4648,Crane,"62.760490, -105.714206","34.919439, -102.798540",Successful
B4659,Crane,"50.726740, -104.132827","31.911103, -102.543784",Failed
B4664,Crane,"43.231339, -91.903503","31.428220, -82.074063",Successful
B4670,Crane,"45.173746, -90.604257","27.241451, -95.239740",Successful
B4672,Crane,"44.939038, -86.710455","31.856170, -81.274363",Successful
B4673,Crane,"48.714877, -87.199912","27.066859, -84.718618",Failed
B4675,Crane,"43.894767, -97.191370","34.731075, -99.504518",Failed
B4676,Crane,"53.364045, -112.037846","33.980954, -101.663179",Successful
B4698,Crane,"62.833711, -156.129436","30.960773, -99.616474",Successful
B4700,Crane,"64.200284, -154.370792","28.298955, -96.930776",Successful
B4701,Crane,"62.118468, -159.305984","27.687718, -83.099084",Failed
B4703,Crane,"62.193533, -117.496357","28.830948, -99.002174",Successful
B4711,Crane,"57.906182, -98.971867","30.220071, -82.052082",Successful
B4718,Crane,"63.259245, -157.092771","26.680584, -99.998677",Failed
B4721,Crane,"53.476990, -102.130649","23.403124, -104.759404",Failed
B4738,Crane,"59.190741, -104.782494","22.234839, -101.875241",Failed
B4740,Crane,"44.684258, -97.774223","27.395531, -82.865463",Failed
B4743,Crane,"62.690766, -93.476695","29.636368, -103.172547",Successful
B4753,Crane,"61.249832, -116.755204","29.167103, -82.243652",Successful
B4762,Crane,"51.942258, -107.292595","27.126826, -102.213636",Failed
B4766,Crane,"43.057881, -96.115662","28.283018, -80.602994",Successful
B4775,Crane,"61.363128, -99.087658","30.711572, -81.510128",Failed
B4786,Crane,"46.211050, -99.197670","28.343372, -81.410778",Failed
B4790,Crane,"57.403104, -116.998651","29.622724, -102.569555",Successful
B4794,Crane,"47.902747, -85.107732","26.391491, -84.363674",Failed
B4801,Crane,"45.353084, -96.505556","29.440518, -82.300125",Failed
B4804,Crane,"63.100425, -112.864367","28.383506, -82.181185",Successful
B4805,Crane,"64.672194, -157.062973","33.419539, -104.816952",Successful
B4811,Crane,"44.264896, -86.172921","28.496649, -84.441168",Failed
B4823,Crane,"61.744274, -153.385389","32.628834, -95.416007",Successful
B4832,Crane,"47.261902, -93.111927","27.653354, -84.637376",Successful
B4844,Crane,"69.061292, -145.859616","28.725366, -84.974632",Successful
B4849,Crane,"64.793586, -115.574840","26.279326, -102.641540",Successful
B4852,Crane,"50.456712, -106.746745","32.494108, -101.024387",Successful
B4853,Crane,"57.241217, -104.217933","26.914118, -84.254760",Successful
B4855,Crane,"54.084080, -107.058778","26.970712, -95.673510",Failed
B4856,Crane,"66.527243, -143.743027","28.644024, -103.956835",Successful
B4864,Crane,"64.004022, -142.537668","22.080460, -103.530095",Successful
B4865,Crane,"66.323662, -143.208049","26.301543, -102.345545",Failed
B4869,Crane,"65.380821, -145.666501","30.158859, -105.609618",Failed
B4879,Crane,"60.235379, -141.896649","34.981496, -103.654074",Successful
B4881,Crane,"43.925711, -92.145710","26.378241, -81.302429",Successful
B4882,Crane,"47.507190, -90.016649","29.122099, -83.701251",Failed
B4884,Crane,"59.013720, -119.659898","30.945061, -81.788365",Failed
B4893,Crane,"60.529284, -144.380679","25.264043, -102.306467",Successful
B4898,Crane,"60.912692, -110.130227","32.872663, -102.180702",Successful
B4913,Crane,"55.255858, -110.755970","25.701746, -97.625899",Failed
B4915,Crane,"66.323647, -159.205427","22.529971, -103.762377",Failed
B4917,Crane,"45.462758, -91.417952","26.979870, -81.758623",Failed
B4922,Crane,"56.854227, -110.866237","22.058384, -95.187978",Failed
B4939,Crane,"48.720004, -98.573942","26.781495, -84.814039",Successful
B4940,Crane,"64.786244, -102.387370","29.160698, -98.701045",Failed
B4949,Crane,"65.424001, -154.240062","34.670389, -102.895431",Failed
B4958,Crane,"60.347412, -110.224589","25.666964, -103.578473",Successful
B4972,Crane,"45.086973, -96.346888","26.027965, -83.420913",Failed
B4978,Crane,"53.102881, -103.943772","27.466586, -95.338058",Failed
B4983,Crane,"44.154814, -91.617205","33.637538, -100.116035",Successful
B4993,Crane,"63.117964, -114.626939","31.672432, -81.328568",Failed
B4998,Crane,"43.326978, -93.153532","31.742564, -98.567646",Successful
B5013,Crane,"60.999558, -107.541606","26.303838, -83.219375",Failed
B5014,Crane,"44.775829, -97.355111","28.588935, -84.381170",Failed
B5022,Crane,"61.367336, -119.467421","23.218777, -99.088499",Failed
B5024,Crane,"68.690431, -141.443633","29.683159, -100.582175",Failed
B5035,Crane,"47.435562, -97.404347","28.483801, -83.521237",Failed
B5046,Crane,"47.101937, -98.659508","34.380967, -105.399534",Failed
B5056,Crane,"51.391257, -104.983458","24.783208, -102.429010",Successful
B5057,Crane,"59.460786, -92.806083","24.853941, -98.407175",Failed
B5063,Crane,"45.890603, -95.684677","22.396496, -97.893027",Failed
B5065,Crane,"68.405897, -144.637437","28.530779, -100.642253",Successful
B5066,Crane,"53.097187, -108.904660","26.900788, -95.905636",Failed
B5073,Crane,"43.436319, -92.874622","32.912957, -103.088943",Successful
B5088,Crane,"52.850093, -112.429066","23.297282, -104.739730",Failed
B5108,Crane,"50.622452, -108.041932","23.589667, -99.680458",Successful
B5116,Crane,"57.192013, -111.819130","32.389263, -97.158186",Failed
B5126,Crane,"66.011484, -157.155513","28.992614, -104.455227",Failed
B5127,Crane,"61.044957, -97.211743","31.052988, -80.999587",Failed
B5132,Crane,"53.331293, -111.997511","27.151272, -99.159237",Failed
B5138,Crane,"45.569873, -99.215427","28.636994, -84.718213",Successful
B5141,Crane,"68.064070, -145.751685","22.238452, -95.331025",Successful
B5146,Crane,"45.329579, -91.202709","30.348513, -80.969524",Failed
B5153,Crane,"51.591911, -105.704265","23.570681, -95.584274",Successful
B5154,Crane,"55.633958, -113.066271","29.962380, -83.142263",Successful
B5173,Crane,"59.763295, -107.519187","26.304705, -102.188667",Failed
B5176,Crane,"46.571897, -99.373908","34.932120, -97.224431",Failed
B5187,Crane,"43.901948, -86.916082","31.417205, -102.921824",Failed
B5188,Crane,"67.060723, -144.659946","32.477460, -95.631410",Failed
B5195,Crane,"44.404063, -96.467439","31.532443, -98.210247",Successful
B5197,Crane,"69.108581, -141.886977","33.562316, -96.240014",Successful
B5214,Crane,"57.309577, -104.283955","25.782738, -97.253732",Failed
B5220,Crane,"47.639153, -85.094273","27.798653, -81.529949",Successful
B5221,Crane,"60.538636, -145.645434","30.800247, -96.889022",Successful
B5224,Crane,"44.107131, -93.167827","22.298666, -101.871667",Successful
B5226,Crane,"55.790490, -119.004430","22.721950, -99.487283",Failed
B5243,Crane,"63.814333, -148.460120","33.564921, -101.267015",Failed
B5244,Crane,"44.115139, -88.522294","31.515012, -81.040239",Failed
B5245,Crane,"68.270360, -148.142906","31.580684, -100.360058",Failed
B5249,Crane,"58.865214, -92.478663","30.603842, -83.052983",Successful
B5252,Crane,"53.240057, -107.562514","25.199892, -97.465136",Failed
B5253,Crane,"46.998988, -99.361248","29.585192, -82.406545",Failed
B5255,Crane,"45.434200, -92.406703","30.289179, -83.985588",Failed
B5258,Crane,"60.634082, -154.467371","26.425241, -81.994458",Failed
B5271,Crane,"55.998028, -110.312047","33.823122, -105.279979",Failed
B5281,Crane,"59.077191, -90.043260","23.976961, -96.464402",Failed
B5298,Crane,"59.593830, -113.248050","33.740177, -98.008526",Successful
B5300,Crane,"48.740837, -98.573922","34.601135, -95.384446",Failed
B5301,Crane,"63.387398, -97.251884","26.822899, -82.657548",Failed
B5305,Crane,"46.549446, -91.227197","31.686584, -83.958944",Successful
B5314,Crane,"51.617188, -112.986980","23.059194, -103.708941",Successful
B5317,Crane,"61.897348, -95.387037","29.494034, -80.442115",Failed
B5322,Crane,"45.836279, -89.037263","32.447610, -102.242650",Failed
B5326,Crane,"60.972587, -140.856198","33.301964, -99.577566",Successful
B5328,Crane,"47.892311, -94.367530","32.449819, -96.573125",Failed
B5331,Crane,"59.583125, -103.589378","24.182798, -97.467156",Failed
B5337,Crane,"53.531377, -111.300502","29.831235, -95.101122",Successful
B5347,Crane,"57.599209, -108.340750","31.922093, -83.963937",Successful
B5349,Crane,"46.789318, -92.846699","30.537387, -81.477476",Failed
B5352,Crane,"64.982057, -143.395976","29.634774, -103.779990",Failed
B5360,Crane,"66.601253, -142.529307","27.163069, -81.316349",Failed
B5372,Crane,"52.057807, -110.582584","24.095471, -104.118950",Successful
B5373,Crane,"63.306863, -147.929696","27.485671, -102.571149",Failed
B5384,Crane,"65.266902, -144.648443","34.931154, -104.103269",Failed
B5389,Crane,"68.719946, -150.327352","26.733386, -97.724585",Successful
B5390,Crane,"59.761275, -91.557345","27.083681, -81.095989",Failed
B5392,Crane,"63.321870, -149.469590","28.204409, -82.702484",Failed
B5395,Crane,"48.327423, -89.193217","27.294591, -81.094081",Successful
B5398,Crane,"64.685472, -118.374833","27.707049, -82.060331",Failed
B5401,Crane,"57.806645, -106.333105","29.164161, -80.240275",Successful
B5408,Crane,"47.567997, -94.057439","31.649462, -95.926336",Successful
B5417,Crane,"69.517439, -153.376286","27.328070, -102.073699",Successful
B5420,Crane,"63.413533, -111.823947","28.868674, -101.839615",Failed
B5421,Crane,"58.578808, -113.504415","33.302852, -103.802577",Failed
B5433,Crane,"64.443857, -104.208940","23.233126, -103.313877",Successful
B5434,Crane,"66.445905, -145.369631","34.680103, -100.129671",Successful
B5443,Crane,"69.159711, -143.238639","28.215437, -97.104354",Failed
B5448,Crane,"45.738095, -89.805272","33.202049, -95.483283",Failed
B5449,Crane,"44.748156, -92.636608","24.854729, -99.361205",Failed
B5456,Crane,"59.783695, -110.597951","27.118451, -80.615434",Successful
B5471,Crane,"60.993553, -148.687834","27.430376, -103.116922",Failed
B5483,Crane,"46.781865, -89.404089","31.689441, -103.319657",Failed
B5484,Crane,"67.388461, -159.605574","26.435078, -83.515570",Failed
B5485,Crane,"67.511946, -145.789123","24.446487, -103.283468",Failed
B5493,Crane,"46.230972, -85.167500","28.063977, -84.649958",Failed
B5494,Crane,"68.052851, -155.588641","27.495095, -101.648844",Successful
B5513,Crane,"52.805109, -101.688255","24.029292, -100.080950",Failed
B5518,Crane,"65.567769, -154.171937","33.539071, -98.019187",Successful
B5531,Crane,"48.479207, -95.303069","29.078456, -99.250502",Failed
B5533,Crane,"64.022611, -110.918434","27.829012, -97.185175",Failed
B5561,Crane,"56.921450, -100.464424","24.285299, -95.959749",Failed
B5572,Crane,"62.596635, -154.310861","32.729080, -104.447313",Failed
B5596,Crane,"61.137466, -115.642310","25.422776, -103.171050",Successful
B5599,Crane,"52.535025, -112.751943","34.725094, -96.231902",Failed
B5600,Crane,"54.332177, -114.360759","23.528219, -100.855556",Successful
B5602,Crane,"60.550632, -145.459607","28.831963, -96.741814",Failed
B5609,Crane,"65.704361, -157.102921","31.281572, -104.504193",Successful
B5611,Crane,"50.016868, -111.809208","31.008816, -96.581576",Successful
B5615,Crane,"56.912517, -108.616701","28.407646, -102.625444",Successful
B5624,Crane,"69.354918, -159.796354","29.256442, -102.807960",Successful
B5632,Crane,"48.603300, -86.263921","26.084034, -80.900030",Failed
B5637,Crane,"53.378154, -109.502792","32.709360, -96.111616",Successful
B5646,Crane,"45.439636, -91.963362","33.491699, -103.945205",Failed
B5647,Crane,"57.566825, -118.604608","29.279365, -80.260603",Failed
B5657,Crane,"46.973922, -93.842976","22.191777, -103.805958",Successful
B5661,Crane,"63.465920, -102.918278","27.883274, -101.262436",Failed
B5677,Crane,"58.716595, -105.030824","29.498685, -102.471323",Successful
B5691,Crane,"62.556107, -108.525981","29.025038, -81.468790",Failed
B5704,Crane,"59.603593, -114.723822","32.608154, -97.610074",Successful
B5705,Crane,"64.621269, -140.634451","29.582345, -98.946652",Failed
B5727,Crane,"44.165020, -93.338019","26.587080, -82.243383",Failed
B5729,Crane,"63.425970, -111.840339","27.058304, -84.165741",Successful
B5737,Crane,"57.418602, -104.696183","27.729430, -102.369321",Failed
B5753,Crane,"62.348598, -155.168609","33.781089, -103.812455",Successful
B5757,Crane,"51.434910, -106.652129","27.357865, -98.096273",Failed
B5775,Crane,"55.409716, -102.674891","24.897095, -101.321170",Successful
B5782,Crane,"65.936146, -158.720539","28.601682, -96.982505",Successful
B5784,Crane,"60.665010, -109.494638","31.859179, -95.103143",Failed
B5790,Crane,"56.547450, -105.068459","30.287359, -103.919103",Successful
B5792,Crane,"61.928831, -152.661816","24.922099, -102.215628",Successful
B5812,Crane,"46.506347, -90.345319","30.293286, -84.326310",Failed
B5818,Crane,"46.052732, -97.356156","30.938625, -82.479133",Successful
B5827,Crane,"56.781007, -102.732038","26.561546, -101.406743",Successful
B5829,Crane,"51.585655, -100.317080","30.453987, -102.365584",Failed
B5830,Crane,"52.230409, -103.341498","31.026976, -101.336914",Failed
B5837,Crane,"60.599625, -142.222380","31.761857, -101.044606",Successful
B5838,Crane,"58.232901, -112.079114","30.698080, -99.965391",Failed
B5859,Crane,"63.515086, -146.351646","33.783511, -96.805377",Successful
B5864,Crane,"44.095547, -95.964891","30.946440, -98.745366",Failed
B5884,Crane,"61.225009, -99.631283","31.737845, -105.158282",Successful
B5890,Crane,"63.537312, -114.013823","30.816784, -101.613458",Successful
B5894,Crane,"62.531496, -91.316968","32.892594, -100.776632",Successful
B5897,Crane,"43.961802, -90.388442","31.729552, -102.999864",Successful
B5904,Crane,"43.895187, -95.698005","27.716240, -81.349991",Successful
B5906,Crane,"44.459085, -96.645935","33.641409, -96.539731",Successful
B5911,Crane,"69.242070, -152.347196","26.063638, -83.616293",Successful
B5915,Crane,"58.758479, -103.063928","29.187283, -84.206324",Failed
B5925,Crane,"59.330407, -112.818407","22.883803, -103.551931",Successful
B5927,Crane,"47.739756, -97.021122","34.100536, -95.823516",Failed
B5931,Crane,"51.073134, -109.779079","29.024078, -101.326591",Successful
B5932,Crane,"48.911581, -94.030155","22.459551, -103.471998",Failed
B5944,Crane,"58.634063, -109.391032","22.497374, -95.733846",Successful
B5947,Crane,"45.880416, -90.613858","23.189630, -96.511153",Failed
B5963,Crane,"64.229745, -149.552029","29.233566, -96.157527",Failed
B5969,Crane,"54.839813, -108.457383","25.552292, -97.217581",Failed
B5972,Crane,"55.141797, -97.356839","32.406520, -96.727215",Failed
B5975,Crane,"64.805186, -142.896991","26.987332, -82.042962",Failed
B5984,Crane,"63.008478, -143.148387","34.245454, -95.875417",Successful
B5986,Crane,"45.886488, -95.386517","28.960190, -82.448594",Failed
B5992,Crane,"57.329183, -97.545796","27.544159, -101.037722",Failed
B5997,Crane,"57.618354, -103.168460","34.461719, -100.694418",Failed
B5998,Crane,"66.877900, -157.727991","32.534321, -98.035772",Successful
B6001,Crane,"57.945544, -116.096506","31.943734, -100.799490",Successful
B6011,Crane,"45.780474, -95.818657","26.453536, -80.285451",Successful
B6024,Crane,"59.842816, -92.082761","32.028144, -97.470582",Failed
B6025,Crane,"46.300564, -85.993750","31.309556, -83.752959",Failed
B6039,Crane,"45.802644, -95.427040","29.813986, -80.051990",Failed
B6040,Crane,"45.175199, -94.183715","29.734737, -84.481076",Failed
B6042,Crane,"57.033308, -113.427882","27.603685, -96.054696",Failed
B6045,Crane,"53.488586, -104.816195","27.325940, -80.214601",Failed
B6046,Crane,"56.655263, -104.055224","34.059982, -100.012634",Failed
B6067,Crane,"46.101648, -86.219000","28.095660, -83.999488",Successful
B6073,Crane,"59.620706, -110.249663","23.815681, -103.256686",Failed
B6077,Crane,"61.320855, -94.917020","33.398574, -99.286660",Successful
B6080,Crane,"60.920471, -102.614808","31.756745, -82.316353",Failed
B6082,Crane,"57.936508, -115.384916","34.342456, -98.360231",Failed
B6090,Crane,"64.030704, -156.220640","29.168128, -105.708584",Successful
B6120,Crane,"57.608192, -98.618075","28.269542, -81.192752",Failed
B6121,Crane,"61.919113, -111.470079","33.650589, -96.079908",Failed
B6128,Crane,"52.047407, -107.202917","30.193086, -99.760704",Successful
B6142,Crane,"46.722248, -86.879809","28.318604, -100.021770",Failed
B6143,Crane,"46.031822, -99.682181","28.069409, -83.609189",Failed
B6147,Crane,"46.966232, -90.315743","31.731510, -82.655436",Successful
B6157,Crane,"44.364001, -91.744938","28.060615, -81.990472",Successful
B6162,Crane,"59.032319, -100.305301","31.098614, -84.817888",Failed
B6168,Crane,"55.574784, -110.351036","29.962311, -84.694288",Failed
B6177,Crane,"56.340052, -109.024257","22.094656, -100.929796",Failed
B6185,Crane,"52.522093, -113.888706","33.458984, -96.923990",Successful
B6193,Crane,"60.971846, -108.378250","30.668563, -81.741627",Failed
B6205,Crane,"47.867616, -89.293127","31.598306, -83.522989",Successful
B6215,Crane,"51.554862, -100.627844","25.208063, -103.830190",Successful
B6225,Crane,"62.598907, -116.326624","29.630975, -84.121638",Failed
B6232,Crane,"64.954760, -95.797083","28.925205, -84.589274",Failed
B6233,Crane,"46.193620, -96.032957","34.223262, -95.152774",Successful
B6235,Crane,"50.873074, -105.225636","30.655876, -101.569187",Failed
B6244,Crane,"57.212387, -109.888059","30.127430, -105.872201",Failed
B6246,Crane,"62.958031, -107.099956","22.163917, -101.310014",Failed
B6251,Crane,"67.901776, -157.955018","28.499623, -95.019462",Successful
B6255,Crane,"56.397032, -108.819591","27.012325, -101.018582",Successful
B6259,Crane,"60.534449, -151.938001","28.646542, -95.455060",Failed
B6260,Crane,"58.897243, -117.023004","32.724483, -96.528966",Successful
B6262,Crane,"64.396162, -146.583384","24.605908, -101.786586",Successful
B6263,Crane,"58.719702, -105.364128","31.551337, -83.810851",Failed
B6273,Crane,"43.240710, -96.873517","26.312471, -81.306135",Failed
B6279,Crane,"54.933020, -110.025170","26.441376, -82.477575",Failed
B6282,Crane,"63.562136, -112.992207","26.918832, -82.531924",Successful
B6283,Crane,"63.710793, -144.553018","30.434153, -84.018564",Failed
B6292,Crane,"63.290663, -156.916572","31.341583, -99.829341",Failed
B6294,Crane,"62.399787, -149.132037","30.263327, -100.213049",Failed
B6305,Crane,"63.815252, -114.914925","29.385274, -103.359420",Failed
B6310,Crane,"64.111784, -107.115654","27.942050, -82.000132",Successful
B6313,Crane,"45.929360, -99.680144","32.309471, -105.792991",Successful
B6328,Crane,"64.483890, -158.206916","23.192204, -103.709716",Successful
B6356,Crane,"46.058074, -90.225778","27.387931, -83.262116",Failed
B6360,Crane,"53.391448, -103.831405","29.955550, -82.767205",Successful
B6361,Crane,"67.157858, -152.107809","31.881398, -81.646366",Successful
B6365,Crane,"46.186636, -92.792299","34.042586, -96.376906",Failed
B6372,Crane,"55.765235, -102.589606","26.120484, -80.100446",Failed
B6375,Crane,"50.463486, -114.256922","29.300001, -100.662174",Successful
B6380,Crane,"60.820509, -102.899850","28.463236, -102.928281",Successful
B6385,Crane,"63.064273, -92.557096","25.678492, -98.815355",Successful
B6387,Crane,"48.989009, -86.260812","26.325779, -82.153144",Successful
B6394,Crane,"53.163207, -105.711289","26.955921, -84.946577",Failed
B6397,Crane,"46.449517, -92.207226","26.182514, -103.900521",Failed
B6403,Crane,"64.419413, -110.379443","29.638725, -84.065611",Successful
B6405,Crane,"48.689040, -88.787604","29.736983, -81.803674",Failed
B6411,Crane,"55.237782, -114.959686","28.539331, -102.294309",Successful
B6417,Crane,"50.765677, -100.415441","22.620474, -98.924711",Failed
B6419,Crane,"57.587216, -100.498142","28.659293, -102.078704",Successful
B6421,Crane,"53.095630, -106.096340","25.596544, -95.690494",Successful
B6437,Crane,"58.623876, -96.297293","34.795175, -100.024844",Successful
B6450,Crane,"63.612781, -155.579785","28.468165, -98.525778",Failed
B6453,Crane,"64.317813, -99.842592","31.933809, -104.638604",Failed
B6455,Crane,"59.122620, -97.824757","32.426950, -105.955941",Successful
B6464,Crane,"53.581095, -103.304658","28.639710, -95.256942",Successful
B6466,Crane,"52.123695, -104.185797","31.114682, -105.127784",Successful
B6468,Crane,"50.161749, -112.901174","31.018049, -102.162193",Failed
B6471,Crane,"47.925594, -92.917018","28.288637, -81.552327",Successful
B6490,Crane,"57.180035, -102.827652","29.487765, -98.540166",Failed
B6492,Crane,"62.324416, -109.931536","22.301981, -97.900969",Failed
B6495,Crane,"65.919901, -152.371223","34.436468, -97.470901",Successful
B6499,Crane,"60.498576, -100.328213","31.834634, -82.960175",Successful
B6507,Crane,"57.035789, -103.429541","28.658220, -84.035745",Failed
B6509,Crane,"43.304777, -98.698440","30.126541, -82.800288",Failed
B6513,Crane,"57.619179, -102.599536","23.056380, -95.745855",Successful
B6518,Crane,"50.329049, -108.476945","24.021734, -99.592020",Failed
B6520,Crane,"48.879654, -92.548387","30.567287, -102.579874",Failed
B6527,Crane,"46.402555, -94.972614","26.871082, -84.653813",Failed
B6538,Crane,"64.986151, -93.264534","28.963234, -84.697035",Failed
B6543,Crane,"61.878905, -106.027112","29.126507, -99.243681",Successful
B6544,Crane,"68.576683, -156.620308","28.455094, -100.892653",Failed
B6551,Crane,"45.138500, -87.772741","29.231851, -101.383124",Failed
B6559,Crane,"58.375249, -113.191222","28.255656, -101.637293",Successful
B6567,Crane,"65.365185, -147.663591","30.241836, -82.703818",Failed
B6574,Crane,"58.008562, -112.134381","29.834605, -80.908650",Failed
B6591,Crane,"45.633955, -85.934241","27.614627, -84.994126",Failed
B6595,Crane,"62.605268, -104.232924","29.737187, -82.559233",Failed
B6596,Crane,"44.435034, -89.436589","31.539982, -101.958894",Failed
B6603,Crane,"63.167650, -147.199653","22.308152, -100.224341",Failed
B6631,Crane,"63.444257, -141.635669","26.759078, -80.632080",Successful
B6633,Crane,"61.546978, -91.859968","30.508260, -97.713783",Successful
B6644,Crane,"53.560510, -105.455837","26.782906, -100.545592",Failed
B6675,Crane,"67.346160, -142.931471","30.528874, -83.666507",Successful
B6677,Crane,"47.326179, -89.780190","30.577332, -81.659419",Failed
B6683,Crane,"65.362151, -155.820533","26.116173, -103.506637",Failed
B6689,Crane,"61.041164, -151.682819","28.084468, -101.480890",Failed
B6696,Crane,"55.094539, -109.944437","24.136689, -98.996291",Successful
B6701,Crane,"66.609306, -158.805494","29.071033, -102.545830",Successful
