Bird_ID,Species,Origin,Destination,Migration_Success
B3762,Goose,"65.991094, -108.171254","39.377057, -123.211557",Failed
B3765,Goose,"62.035686, -148.649700","34.967854, -93.603341",Successful
B3771,Goose,"68.066684, -113.349509","34.067075, -93.147258",Successful
B3783,Goose,"62.439835, -158.035191","41.193308, -123.964493",Failed
B3791,Goose,"65.400270, -100.917188","31.348080, -88.757398",Successful
B3795,Goose,"71.161986, -114.174628","33.022043, -93.694204",Failed
B3797,Goose,"61.100508, -142.967357","43.477154, -121.961315",Failed
B3809,Goose,"67.468582, -163.402291","35.029066, -98.850354",Successful
B3811,Goose,"73.070855, -103.311143","37.264501, -95.494098",Successful
B3830,Goose,"60.576936, -154.775194","37.889776, -94.523959",Failed
B3837,Goose,"73.676050, -103.678877","40.547523, -120.069726",Failed
B3842,Goose,"70.053486, -115.703091","30.624265, -92.810243",Successful
B3846,Goose,"68.330043, -107.992963","29.671468, -89.587977",Failed
B3849,Goose,"61.238451, -164.984805","41.867070, -118.847084",Failed
B3853,Goose,"71.854120, -95.733170","32.213386, -93.098516",Failed
B3859,Goose,"67.166509, -160.297954","36.494526, -120.861046",Successful
B3868,Goose,"65.664568, -145.715632","37.052011, -99.556404",Failed
B3894,Goose,"60.049094, -152.253399","37.598153, -99.676390",Failed
B3901,Goose,"66.075321, -109.162651","31.011153, -97.046518",Successful
B3907,Goose,"62.753595, -154.914647","28.915705, -93.783057",Successful
B3909,Goose,"62.349581, -144.921871","41.491351, -123.421637",Successful
B3912,Goose,"69.113496, -110.091239","29.084105, -92.237051",Successful
B3922,Goose,"65.846095, -147.013662","33.419886, -97.599004",Successful
B3924,Goose,"67.855922, -147.148549","43.238616, -122.175028",Failed
B3935,Goose,"68.361869, -102.746109","36.062549, -118.950561",Failed
B3939,Goose,"69.863536, -154.524520","36.764752, -123.410353",Failed
B3941,Goose,"70.146426, -141.494858","36.082213, -123.180028",Successful
B3945,Goose,"64.280029, -157.349661","38.382863, -121.878185",Failed
B3957,Goose,"72.184647, -118.354100","33.632556, -97.850198",Successful
B3959,Goose,"67.485470, -159.704889","29.176551, -93.403723",Failed
B3961,Goose,"61.424353, -156.618699","36.702826, -123.761035",Successful
B3964,Goose,"68.676691, -100.903408","44.405033, -121.005410",Failed
B3965,Goose,"66.934827, -96.629534","35.521845, -97.758108",Successful
B3967,Goose,"74.891500, -104.300411","35.354915, -123.445710",Failed
B3988,Goose,"71.283307, -109.691542","28.992744, -94.662732",Successful
B3990,Goose,"65.058621, -147.335097","37.096015, -121.313608",Failed
B4003,Goose,"61.382607, -151.766608","34.149738, -98.310497",Failed
B4011,Goose,"65.396792, -159.558878","38.079035, -119.179817",Failed
B4019,Goose,"68.708644, -110.538386","29.720358, -91.691108",Successful
B4020,Goose,"70.633009, -97.438001","33.731934, -93.384828",Successful
B4022,Goose,"70.892017, -145.457670","38.543524, -121.078463",Successful
B4025,Goose,"61.811636, -153.439312","40.220217, -120.924530",Successful
B4057,Goose,"69.845434, -164.423702","43.993224, -123.774001",Successful
B4077,Goose,"68.686434, -95.269556","31.809228, -96.885397",Successful
B4085,Goose,"73.705310, -109.964780","35.423263, -93.177981",Failed
B4087,Goose,"67.853173, -118.842540","36.463777, -123.730529",Successful
B4093,Goose,"68.750417, -164.224217","32.235671, -91.962355",Successful
B4094,Goose,"70.329504, -141.641412","37.600433, -96.776459",Successful
B4098,Goose,"67.952210, -164.859417","38.732087, -121.547663",Failed
B4112,Goose,"68.602474, -158.355831","31.783337, -93.760643",Successful
B4115,Goose,"73.541084, -101.341240","30.614183, -92.936638",Failed
B4118,Goose,"61.991679, -145.825701","35.428552, -93.327066",Successful
B4125,Goose,"66.595287, -102.040057","37.516804, -96.176848",Failed
B4127,Goose,"65.387408, -106.875831","32.440422, -88.023432",Failed
B4135,Goose,"60.171029, -147.122232","39.133357, -120.685623",Failed
B4139,Goose,"70.051588, -151.007706","35.081325, -123.864811",Failed
B4140,Goose,"69.312179, -101.342239","34.391505, -99.996963",Successful
B4141,Goose,"71.661791, -97.135487","32.133212, -98.125587",Successful
B4147,Goose,"72.964418, -118.010529","32.565705, -92.225799",Failed
B4174,Goose,"66.313474, -113.753774","35.715762, -98.336207",Successful
B4187,Goose,"70.677201, -108.476511","34.489924, -99.734582",Failed
B4192,Goose,"74.099278, -113.533817","31.503293, -90.000340",Failed
B4200,Goose,"70.649078, -148.228445","39.595348, -123.508658",Successful
B4202,Goose,"74.670517, -118.052513","37.130386, -119.779805",Failed
B4212,Goose,"71.128434, -99.274257","36.973236, -97.083512",Failed
B4216,Goose,"68.254965, -160.394956","35.119146, -123.329931",Failed
B4217,Goose,"67.038171, -110.764512","31.019371, -93.967727",Successful
B4222,Goose,"67.126712, -100.998964","31.402306, -91.729645",Failed
B4228,Goose,"70.161914, -156.404072","31.506109, -88.013344",Successful
B4230,Goose,"68.055226, -113.950702","30.195646, -92.495842",Successful
B4233,Goose,"60.284213, -150.709157","30.514663, -94.126194",Failed
B4240,Goose,"65.209559, -114.911135","28.595845, -92.525917",Successful
B4242,Goose,"65.137797, -115.962904","37.970222, -94.695595",Successful
B4254,Goose,"63.466141, -151.996370","43.383300, -123.146101",Failed
B4262,Goose,"62.682377, -160.662716","44.228203, -118.175104",Successful
B4282,Goose,"71.070091, -102.424249","37.736985, -123.470884",Successful
B4283,Goose,"70.103661, -140.996706","37.935608, -98.093631",Successful
B4289,Goose,"73.811434, -106.565195","28.613552, -93.720305",Failed
B4314,Goose,"60.133551, -155.244609","31.228964, -91.106088",Successful
B4315,Goose,"66.810616, -110.658554","44.323531, -120.832937",Failed
B4323,Goose,"65.937597, -160.144604","35.739298, -119.823285",Successful
B4324,Goose,"63.652742, -152.162884","36.634609, -121.722389",Successful
B4327,Goose,"61.843125, -163.660618","41.845482, -120.962221",Failed
B4333,Goose,"73.606271, -100.680930","34.601851, -99.252211",Failed
B4340,Goose,"73.496728, -118.232474","30.478788, -98.161352",Successful
B4341,Goose,"68.624444, -163.932596","36.076290, -93.886330",Failed
B4342,Goose,"63.817608, -160.119288","28.521508, -91.434574",Failed
B4349,Goose,"71.893970, -96.322659","44.399543, -123.569757",Failed
B4360,Goose,"70.594147, -103.669809","39.173350, -120.603016",Failed
B4366,Goose,"60.306776, -148.896963","41.470146, -120.676487",Successful
B4369,Goose,"66.923091, -107.856373","41.517223, -119.906506",Successful
B4376,Goose,"66.235486, -144.940153","36.410450, -119.397474",Successful
B4392,Goose,"70.662273, -118.072604","33.282411, -97.540217",Successful
B4397,Goose,"70.253403, -156.844803","28.175770, -93.334725",Successful
B4399,Goose,"70.448038, -117.495768","34.359902, -96.901701",Successful
B4413,Goose,"65.856316, -161.580648","43.014255, -122.531826",Successful
B4426,Goose,"63.720542, -155.793712","41.267625, -118.433390",Successful
B4454,Goose,"60.168659, -162.073958","36.092050, -118.151015",Successful
B4459,Goose,"66.289181, -160.194206","29.792772, -90.800059",Successful
B4460,Goose,"63.575295, -141.758816","32.604738, -98.744722",Successful
B4476,Goose,"66.852482, -162.713613","39.328697, -122.764307",Successful
B4479,Goose,"62.953962, -154.369602","42.994325, -122.049220",Successful
B4487,Goose,"68.988251, -155.079350","37.623709, -118.979261",Successful
B4491,Goose,"64.286762, -151.728461","41.152988, -123.600240",Failed
B4496,Goose,"66.873744, -146.795082","37.461418, -119.500888",Failed
B4516,Goose,"68.709403, -118.391884","40.842899, -122.499786",Failed
B4525,Goose,"62.116893, -160.111517","37.733700, -94.352003",Successful
B4528,Goose,"66.387250, -145.114089","38.744464, -119.411499",Successful
B4538,Goose,"66.328825, -145.266488","36.925703, -94.357473",Failed
B4539,Goose,"67.987407, -103.356567","43.423426, -121.411904",Failed
B4544,Goose,"66.719346, -156.810465","43.673841, -121.392327",Successful
B4551,Goose,"69.974841, -146.612011","30.236015, -90.145250",Successful
B4557,Goose,"63.066512, -160.324416","40.430389, -123.364947",Failed
B4558,Goose,"65.006139, -162.028194","39.119564, -120.713596",Successful
B4563,Goose,"69.888533, -119.302048","28.271482, -94.406183",Failed
B4565,Goose,"64.366904, -149.991942","32.490675, -95.602918",Failed
B4569,Goose,"65.734331, -118.775253","43.536924, -122.747540",Failed
B4581,Goose,"72.202654, -105.726248","32.349932, -88.831270",Successful
B4585,Goose,"64.454194, -140.784688","37.840215, -119.481573",Successful
B4594,Goose,"68.395199, -150.953159","29.719330, -88.622534",Successful
B4596,Goose,"69.949154, -158.596523","37.255480, -97.073699",Failed
B4603,Goose,"69.427828, -96.511763","30.780726, -99.242462",Successful
B4607,Goose,"73.663324, -113.075931","32.513178, -93.684880",Failed
B4609,Goose,"69.336945, -102.376407","36.747945, -99.427095",Successful
B4612,Goose,"63.600600, -157.989653","29.017536, -89.086907",Successful
B4615,Goose,"70.979001, -141.560425","30.890739, -89.961819",Failed
B4616,Goose,"60.044101, -155.840185","37.312634, -94.308453",Failed
B4617,Goose,"74.524475, -95.152986","32.182057, -93.939521",Failed
B4627,Goose,"74.578529, -119.145341","30.512935, -88.832258",Successful
B4635,Goose,"60.239706, -162.137975","34.414365, -93.545584",Successful
B4651,Goose,"73.636930, -98.508205","42.850782, -122.201233",Failed
B4653,Goose,"72.764077, -95.135914","37.092834, -96.511477",Successful
B4656,Goose,"73.750124, -108.713020","29.044457, -90.603336",Successful
B4662,Goose,"69.439459, -110.504324","41.053738, -118.428404",Failed
B4671,Goose,"67.877699, -115.356004","44.521060, -121.336813",Failed
B4678,Goose,"60.432411, -154.621325","32.494419, -94.038576",Successful
B4690,Goose,"60.156002, -149.271467","41.235645, -118.643202",Successful
B4691,Goose,"65.491698, -146.808708","43.801270, -122.563232",Failed
B4696,Goose,"65.474350, -144.849423","36.142560, -123.122406",Failed
B4702,Goose,"67.909605, -142.580875","34.792621, -94.229031",Failed
B4732,Goose,"65.358091, -111.445185","34.578787, -93.892817",Successful
B4736,Goose,"70.494907, -116.239261","35.660650, -99.116334",Successful
B4748,Goose,"68.307654, -98.961494","32.252176, -97.935986",Failed
B4749,Goose,"70.067816, -146.168571","34.747839, -98.250246",Failed
B4760,Goose,"70.410855, -114.863551","35.077651, -94.003242",Failed
B4767,Goose,"63.179354, -147.780729","36.047076, -94.990608",Successful
B4773,Goose,"62.960286, -158.258562","37.752861, -98.118771",Failed
B4779,Goose,"63.407752, -159.382142","37.579801, -123.254033",Failed
B4782,Goose,"67.238919, -108.510849","31.460243, -92.187183",Successful
B4788,Goose,"60.896790, -147.213894","40.395202, -118.279945",Failed
B4792,Goose,"68.351461, -118.125821","35.449371, -93.154004",Failed
B4793,Goose,"66.389640, -159.154883","38.870566, -120.536751",Successful
B4809,Goose,"70.351308, -103.345020","35.617740, -123.656938",Successful
B4810,Goose,"66.312214, -164.237661","34.193072, -94.923758",Failed
B4825,Goose,"61.461229, -160.309346","33.917425, -98.936850",Failed
B4848,Goose,"60.524254, -151.533643","32.652447, -92.075582",Failed
B4857,Goose,"60.239699, -146.409952","41.960844, -118.908703",Successful
B4874,Goose,"61.311395, -145.985100","36.111480, -99.924312",Successful
B4883,Goose,"66.326703, -118.996302","31.192492, -94.036498",Successful
B4925,Goose,"69.803836, -118.389715","30.655777, -94.650127",Failed
B4942,Goose,"67.050852, -163.865936","36.399116, -119.798377",Successful
B4960,Goose,"71.532363, -95.407633","37.891788, -93.047068",Failed
B4973,Goose,"61.933128, -146.112781","44.841560, -119.278840",Failed
B4996,Goose,"74.298630, -111.652917","35.812398, -93.651986",Failed
B4997,Goose,"69.987425, -160.708510","37.752010, -123.937427",Successful
B5007,Goose,"65.191832, -142.289518","28.486702, -90.865182",Failed
B5012,Goose,"66.093858, -113.328522","42.906301, -119.436099",Failed
B5016,Goose,"68.506595, -144.400007","30.311029, -99.839952",Successful
B5039,Goose,"74.129644, -111.716683","36.981074, -95.208670",Successful
B5045,Goose,"67.500035, -100.687321","40.869565, -121.712805",Successful
B5082,Goose,"61.133201, -155.306596","35.968096, -121.262647",Successful
B5085,Goose,"69.719927, -159.377100","31.902578, -91.135741",Failed
B5098,Goose,"67.192398, -157.872949","39.795369, -118.175190",Failed
B5099,Goose,"70.896385, -150.561027","43.592843, -122.717310",Failed
B5100,Goose,"60.791869, -142.076031","35.612002, -121.630305",Successful
B5106,Goose,"67.464366, -99.329489","33.215010, -93.075088",Successful
B5115,Goose,"64.623513, -147.448311","38.356171, -118.444706",Successful
B5120,Goose,"62.378314, -143.286730","30.794427, -93.006376",Failed
B5124,Goose,"73.524752, -98.782220","33.969060, -99.275573",Failed
B5125,Goose,"65.896441, -147.112977","32.086355, -92.167188",Successful
B5129,Goose,"66.011599, -151.004137","31.316427, -93.968658",Failed
B5131,Goose,"70.389158, -142.074895","40.122414, -118.184361",Failed
B5143,Goose,"64.610802, -140.438522","33.059447, -99.664661",Failed
B5148,Goose,"64.689072, -161.168339","40.028149, -120.659213",Failed
B5159,Goose,"65.549721, -107.989661","40.499281, -119.516832",Successful
B5174,Goose,"74.588627, -96.400745","32.845245, -96.526751",Successful
B5182,Goose,"74.060122, -102.815155","34.460455, -99.559282",Failed
B5186,Goose,"69.097534, -149.101362","29.626465, -89.248454",Failed
B5196,Goose,"65.901231, -106.491934","31.746202, -93.853346",Failed
B5204,Goose,"68.933189, -110.634296","31.475440, -99.986130",Failed
B5216,Goose,"73.959045, -97.877897","36.642489, -98.780833",Successful
B5218,Goose,"69.044381, -150.163616","37.931616, -121.287847",Successful
B5231,Goose,"68.151676, -144.839664","29.727905, -92.969410",Successful
B5240,Goose,"68.555649, -153.494389","36.228200, -119.267095",Failed
B5248,Goose,"65.059461, -163.352566","41.894097, -122.190663",Successful
B5254,Goose,"62.036559, -158.248003","38.196308, -119.189662",Failed
B5256,Goose,"62.257543, -162.722344","40.875342, -118.967610",Successful
B5263,Goose,"68.574317, -162.273703","35.243992, -96.680710",Successful
B5265,Goose,"65.416001, -111.473561","36.981272, -96.457467",Failed
B5268,Goose,"62.966140, -146.285311","41.152956, -118.755673",Successful
B5275,Goose,"72.762003, -115.160977","32.021839, -90.285009",Failed
B5294,Goose,"72.090265, -95.585312","30.519950, -97.924171",Successful
B5302,Goose,"68.470992, -155.298677","38.359492, -123.747955",Successful
B5303,Goose,"63.927329, -143.270471","31.380582, -96.923835",Failed
B5306,Goose,"70.986365, -96.925410","36.137580, -118.865744",Successful
B5325,Goose,"73.863758, -98.369107","34.013173, -96.667867",Failed
B5333,Goose,"69.094985, -145.624212","35.953535, -94.489149",Successful
B5336,Goose,"69.517794, -109.548423","37.717241, -98.119304",Successful
B5351,Goose,"70.146452, -112.580418","28.172281, -88.567725",Failed
B5368,Goose,"74.765809, -118.113216","43.724709, -118.856751",Failed
B5374,Goose,"71.675551, -112.695711","37.996594, -94.804321",Successful
B5381,Goose,"64.285841, -152.323308","28.809512, -90.850750",Successful
B5393,Goose,"66.593641, -149.820208","33.175621, -96.898843",Failed
B5399,Goose,"64.908718, -151.410983","42.361524, -121.968420",Successful
B5429,Goose,"66.210490, -143.835398","41.450767, -122.902201",Failed
B5436,Goose,"65.772567, -117.227345","31.246740, -94.211782",Successful
B5437,Goose,"68.325934, -110.749810","37.205556, -121.944377",Failed
B5441,Goose,"71.732611, -119.289275","30.959636, -93.979673",Successful
B5450,Goose,"71.209046, -107.628621","31.813426, -97.718603",Failed
B5451,Goose,"71.828796, -104.144633","34.985537, -96.134737",Successful
B5472,Goose,"73.787609, -113.799319","37.849550, -98.613725",Successful
B5476,Goose,"69.014993, -102.381041","37.880997, -120.628975",Successful
B5490,Goose,"67.819074, -164.157455","41.036215, -122.171305",Failed
B5496,Goose,"69.631800, -145.492652","40.631416, -118.847247",Failed
B5499,Goose,"69.448915, -162.962059","38.511625, -122.059513",Successful
B5500,Goose,"70.422412, -114.157471","36.481113, -121.221922",Failed
B5504,Goose,"70.038477, -151.422127","38.457527, -123.954878",Successful
B5505,Goose,"60.574718, -155.437471","42.970454, -122.540198",Failed
B5506,Goose,"60.488070, -144.407631","31.278056, -92.918332",Successful
B5511,Goose,"69.323694, -156.230231","35.719807, -119.953700",Failed
B5542,Goose,"62.455278, -154.821715","29.913464, -89.531665",Failed
B5543,Goose,"67.653190, -148.788374","35.484530, -93.731326",Failed
B5548,Goose,"60.656983, -151.994148","33.516385, -99.258227",Successful
B5550,Goose,"66.763640, -148.049683","43.678155, -121.193233",Failed
B5563,Goose,"70.610992, -113.554024","32.756591, -99.193929",Successful
B5568,Goose,"65.269012, -146.144211","31.194494, -93.961898",Failed
B5569,Goose,"70.986292, -145.880962","40.304307, -123.462898",Successful
B5570,Goose,"68.618868, -110.697822","32.475030, -94.522403",Successful
B5580,Goose,"74.409586, -100.386710","36.525815, -97.585612",Failed
B5582,Goose,"60.739184, -142.162777","41.639818, -120.831180",Successful
B5583,Goose,"63.227419, -162.406092","37.991744, -95.634094",Failed
B5588,Goose,"72.624463, -103.578956","35.920406, -93.692945",Failed
B5603,Goose,"68.765275, -114.662042","32.476334, -96.206311",Failed
B5607,Goose,"72.647535, -114.177870","30.025303, -91.537995",Successful
B5618,Goose,"60.733780, -158.730785","37.297817, -120.485745",Successful
B5620,Goose,"69.048486, -145.785522","44.681074, -118.179149",Failed
B5627,Goose,"68.066203, -157.563535","42.155915, -123.103134",Failed
B5650,Goose,"64.518767, -161.214773","32.310520, -90.526533",Successful
B5659,Goose,"74.051192, -107.348197","28.445878, -89.699066",Failed
B5668,Goose,"72.339306, -110.335017","28.508072, -90.669712",Failed
B5673,Goose,"70.046150, -151.561358","28.701844, -88.611997",Failed
B5686,Goose,"68.514479, -162.433213","40.545356, -119.028796",Failed
B5690,Goose,"64.423364, -151.515834","41.244383, -118.446945",Failed
B5711,Goose,"64.455496, -158.926111","38.985429, -120.364739",Failed
B5716,Goose,"73.517286, -100.980852","31.059118, -95.071550",Failed
B5721,Goose,"70.981498, -107.362820","30.198644, -95.850417",Successful
B5726,Goose,"63.689854, -142.765347","36.971405, -121.149724",Successful
B5740,Goose,"62.145192, -146.980765","32.225422, -91.755851",Successful
B5742,Goose,"66.303129, -163.193751","44.131849, -121.778252",Failed
B5751,Goose,"65.810805, -98.335164","36.779131, -119.319717",Failed
B5756,Goose,"60.425014, -161.096570","38.327462, -122.890587",Failed
B5761,Goose,"68.359566, -141.417716","35.734131, -120.557651",Successful
B5769,Goose,"68.945960, -95.763153","44.016604, -119.853286",Failed
B5796,Goose,"63.004394, -159.362956","40.812425, -123.209954",Failed
B5797,Goose,"66.517700, -99.373645","30.261161, -92.435003",Failed
B5804,Goose,"71.693859, -95.526549","30.150658, -99.326833",Successful
B5806,Goose,"69.917682, -116.369617","35.785354, -99.999512",Failed
B5811,Goose,"67.074211, -145.245834","28.643828, -92.001841",Successful
B5819,Goose,"67.032063, -114.264615","34.747792, -94.982711",Failed
B5822,Goose,"69.136806, -163.509414","36.198801, -119.916011",Failed
B5824,Goose,"62.091183, -140.333042","44.230698, -119.767676",Failed
B5826,Goose,"69.289702, -141.061237","29.267107, -91.819157",Successful
B5851,Goose,"68.310875, -156.537786","30.850464, -93.688557",Failed
B5852,Goose,"68.072850, -109.292014","37.508566, -98.383270",Successful
B5854,Goose,"72.938652, -109.653474","31.389267, -94.718068",Failed
B5862,Goose,"63.597214, -144.884840","30.245965, -99.688086",Successful
B5865,Goose,"64.222448, -151.665761","42.763167, -120.048878",Failed
B5868,Goose,"70.680131, -105.320705","41.638628, -119.089277",Successful
B5877,Goose,"62.009367, -161.419733","28.084900, -94.581859",Failed
B5879,Goose,"73.565196, -97.378843","37.627951, -97.697643",Successful
B5896,Goose,"60.859680, -153.151707","30.409924, -91.692785",Failed
B5907,Goose,"66.828678, -115.436271","32.041141, -93.690862",Successful
B5914,Goose,"68.823335, -100.124613","44.230200, -122.119686",Failed
B5920,Goose,"70.863130, -105.875533","33.626544, -96.977522",Failed
B5921,Goose,"70.356260, -111.706053","33.878651, -99.148473",Failed
B5929,Goose,"61.377263, -161.604751","37.752323, -119.278364",Successful
B5934,Goose,"63.159431, -155.808144","30.920894, -95.517248",Successful
B5935,Goose,"68.478916, -145.224825","34.573994, -97.211878",Successful
B5938,Goose,"70.122963, -148.911239","35.700639, -94.696347",Failed
B5949,Goose,"70.006079, -151.900718","44.513357, -122.621326",Failed
B5956,Goose,"61.072933, -160.161059","28.465978, -90.116778",Successful
B5961,Goose,"63.461141, -142.017272","30.065781, -89.506342",Failed
B5965,Goose,"67.722394, -159.478532","43.347897, -119.561633",Successful
B5967,Goose,"65.133735, -147.806076","33.220051, -94.977736",Successful
B5979,Goose,"68.319374, -144.308742","32.559480, -99.774107",Successful
B5985,Goose,"69.263229, -160.920700","41.174645, -120.421239",Successful
B6002,Goose,"69.198677, -119.337199","37.040277, -121.538919",Successful
B6005,Goose,"72.230434, -100.477162","42.692596, -120.667863",Successful
B6012,Goose,"67.511763, -118.053027","29.844139, -93.544730",Failed
B6015,Goose,"60.504537, -147.692167","35.077019, -119.942033",Successful
B6017,Goose,"62.500003, -152.363072","41.871872, -121.769424",Successful
B6018,Goose,"69.861024, -158.167097","43.773193, -121.663539",Successful
B6023,Goose,"65.192548, -141.934657","28.873221, -91.886792",Successful
B6029,Goose,"64.826898, -145.182220","37.537676, -98.579317",Failed
B6033,Goose,"64.174411, -147.052031","31.667146, -88.849501",Successful
B6044,Goose,"74.856524, -99.933014","37.539531, -96.563406",Successful
B6053,Goose,"73.592839, -95.530085","34.700515, -95.098327",Failed
B6059,Goose,"67.825531, -141.455504","37.076372, -121.689620",Failed
B6062,Goose,"60.533910, -164.597668","28.141967, -91.586575",Successful
B6075,Goose,"70.875062, -106.323184","34.074174, -95.606240",Successful
B6086,Goose,"70.422298, -158.169793","35.496816, -121.294803",Failed
B6088,Goose,"71.612474, -107.551367","41.112353, -119.461075",Successful
B6091,Goose,"70.157191, -97.789647","37.657783, -97.054770",Failed
B6113,Goose,"67.826556, -117.095767","36.533666, -96.339393",Successful
B6136,Goose,"66.916798, -161.897072","28.298071, -92.039972",Successful
B6137,Goose,"64.587152, -140.931910","35.526366, -94.153273",Successful
B6160,Goose,"65.813364, -106.795839","37.362136, -95.691278",Successful
B6161,Goose,"69.492565, -141.389612","37.810256, -97.765072",Successful
B6163,Goose,"62.671114, -158.238333","43.015911, -118.038588",Failed
B6169,Goose,"69.767343, -149.530250","29.191602, -90.724652",Successful
B6190,Goose,"65.182873, -144.319607","44.476015, -119.217251",Successful
B6198,Goose,"66.945225, -150.377708","29.054840, -91.530146",Failed
B6204,Goose,"67.165093, -113.942456","42.126981, -119.932598",Successful
B6226,Goose,"70.876425, -152.784729","42.523301, -122.273460",Failed
B6230,Goose,"63.947092, -158.482816","30.481471, -93.980122",Successful
B6237,Goose,"69.551158, -145.345535","44.538718, -119.474912",Failed
B6240,Goose,"64.121823, -156.201239","41.134408, -119.647778",Failed
B6264,Goose,"62.852103, -157.406906","41.616255, -122.561629",Failed
B6271,Goose,"70.957996, -101.077819","34.554346, -96.637018",Successful
B6280,Goose,"68.563827, -154.883478","37.033829, -93.345181",Failed
B6284,Goose,"65.856378, -152.743879","32.290510, -91.349100",Successful
B6308,Goose,"65.633936, -142.386797","42.514595, -122.863557",Failed
B6314,Goose,"69.651441, -149.542539","35.997000, -97.262459",Failed
B6333,Goose,"66.012399, -116.940418","44.165648, -121.247250",Successful
B6335,Goose,"67.815946, -159.016922","44.001731, -123.422390",Failed
B6338,Goose,"62.370436, -151.967045","41.976546, -118.817254",Successful
B6341,Goose,"67.362115, -154.960345","36.037751, -119.157876",Failed
B6343,Goose,"68.256456, -100.154598","37.566109, -118.107245",Failed
B6345,Goose,"70.044766, -164.995790","38.540846, -120.286497",Failed
B6351,Goose,"68.761194, -100.038553","35.394020, -93.738717",Failed
B6352,Goose,"64.507225, -154.211194","32.600390, -89.486181",Successful
B6362,Goose,"62.534216, -152.891503","29.190773, -88.599672",Successful
B6363,Goose,"67.093852, -100.928562","31.278145, -99.917628",Successful
B6366,Goose,"60.431283, -151.552377","32.778412, -93.549935",Successful
B6368,Goose,"73.069693, -114.111706","30.331398, -92.766706",Failed
B6371,Goose,"72.013322, -107.331036","32.429946, -92.551334",Failed
B6389,Goose,"69.023754, -141.500479","32.622166, -89.817330",Failed
B6392,Goose,"71.760432, -105.459928","33.595064, -96.652649",Failed
B6398,Goose,"71.330173, -115.557255","29.625913, -92.717153",Successful
B6407,Goose,"72.273836, -100.540750","29.095812, -91.772100",Successful
B6412,Goose,"65.811333, -101.431769","30.973462, -93.107225",Successful
B6414,Goose,"74.680787, -113.261598","39.263259, -122.717556",Failed
B6424,Goose,"65.651304, -111.452205","40.537011, -123.257079",Successful
B6439,Goose,"70.510632, -143.322153","35.777284, -95.816548",Failed
B6444,Goose,"66.249466, -148.961204","29.046965, -89.446623",Successful
B6448,Goose,"63.805502, -151.044191","28.875219, -93.767082",Successful
B6449,Goose,"64.135187, -158.297584","41.113237, -118.742412",Failed
B6452,Goose,"74.749931, -95.363550","30.354020, -91.126339",Failed
B6467,Goose,"62.789323, -145.589204","37.207498, -97.738092",Successful
B6474,Goose,"70.105989, -162.501150","42.590159, -122.819356",Successful
B6475,Goose,"68.019918, -150.746054","30.596674, -93.459667",Successful
B6491,Goose,"65.269383, -145.076983","40.290656, -123.601913",Failed
B6494,Goose,"67.111619, -146.654435","36.578832, -119.949277",Failed
B6497,Goose,"69.894460, -106.401314","30.793550, -95.196038",Successful
B6500,Goose,"70.373516, -150.013141","32.270647, -93.980730",Failed
B6503,Goose,"70.006498, -106.979881","30.214647, -99.596245",Failed
B6504,Goose,"73.312262, -112.999099","42.412800, -121.503301",Failed
B6514,Goose,"74.544553, -102.068402","32.429890, -90.657805",Failed
B6522,Goose,"69.036047, -150.604356","30.265950, -90.619121",Failed
B6537,Goose,"67.770727, -144.484443","32.013478, -95.399639",Successful
B6540,Goose,"63.551690, -157.752260","36.340067, -118.176598",Failed
B6542,Goose,"64.202868, -142.023406","34.688368, -94.062264",Failed
B6547,Goose,"74.972673, -101.130421","35.505887, -98.473098",Successful
B6549,Goose,"70.904032, -146.543622","37.472454, -95.672491",Successful
B6555,Goose,"69.998553, -163.786100","30.776024, -90.021262",Failed
B6556,Goose,"71.342656, -116.018233","35.089622, -96.335411",Successful
B6560,Goose,"69.743721, -149.457070","40.220914, -119.159108",Successful
B6577,Goose,"67.559732, -148.166101","31.001182, -97.667466",Failed
B6586,Goose,"60.391720, -155.783003","37.818131, -119.963206",Failed
B6589,Goose,"68.213031, -153.108182","31.835983, -90.447348",Successful
B6604,Goose,"66.725952, -111.549180","37.910046, -94.262347",Failed
B6610,Goose,"66.542300, -152.836329","35.912237, -98.167578",Successful
B6620,Goose,"65.020345, -153.870144","29.998607, -93.411234",Successful
B6622,Goose,"72.934081, -115.306743","38.926331, -119.548961",Successful
B6623,Goose,"61.766568, -158.776842","37.348859, -118.401165",Successful
B6639,Goose,"69.067815, -115.219373","32.844065, -95.720223",Failed
B6663,Goose,"60.823358, -159.246375","35.308798, -121.390394",Successful
B6667,Goose,"64.278100, -151.033563","42.866192, -121.877237",Failed
B6676,Goose,"61.597506, -157.415284","35.865278, -99.091320",Failed
B6679,Goose,"70.351826, -106.911043","34.766982, -93.273556",Failed
B6680,Goose,"68.790962, -146.552343","31.636599, -90.236208",Successful
B6685,Goose,"68.285522, -146.362980","42.693356, -123.540044",Successful
B6687,Goose,"62.776125, -157.743399","41.733076, -118.507434",Successful
B6710,Goose,"69.940824, -113.631012","35.291413, -94.715425",Successful
B6712,Goose,"68.687763, -113.770553","33.389602, -96.892371",Successful
B6715,Goose,"66.471351, -150.104552","33.173655, -94.237601",Failed
B6716,Goose,"61.522180, -147.308124","44.437207, -121.493711",Successful
B6721,Goose,"67.679127, -164.648021","28.960687, -91.028868",Failed
B6730,Goose,"64.328117, -144.380526","40.488475, -118.204217",Successful
